consent_key.keys,consent_key.rt,recalled,recalled_rt,recall_acc,example_recall.thisRepN,example_recall.thisTrialN,example_recall.thisN,example_recall.thisIndex,example_recall.ran,file,word,participant,please enter your date of birth (dd/mm/yyyy),date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,list,prac_learn_study_loop.thisRepN,prac_learn_study_loop.thisTrialN,prac_learn_study_loop.thisN,prac_learn_study_loop.thisIndex,prac_learn_study_loop.ran,image,prac_learn_test_loop.thisRepN,prac_learn_test_loop.thisTrialN,prac_learn_test_loop.thisN,prac_learn_test_loop.thisIndex,prac_learn_test_loop.ran,learn_study_loop.thisRepN,learn_study_loop.thisTrialN,learn_study_loop.thisN,learn_study_loop.thisIndex,learn_study_loop.ran,list_no,block_no,learn_test_loop.thisRepN,learn_test_loop.thisTrialN,learn_test_loop.thisN,learn_test_loop.thisIndex,learn_test_loop.ran,learn_blocks.thisRepN,learn_blocks.thisTrialN,learn_blocks.thisN,learn_blocks.thisIndex,learn_blocks.ran,block_csv
,,,,,,,,,,stimuli/images/PICTURE_380.png,PHOTO,5d4cdc63ec9aa0000112ae43,23/10/1985,2020-08-27_13h27.29.317,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ece295b81824ca8736b6,4,,,,,,gorilla,,,,,,0,22,22,52,1,6,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_123.png,ADVICE,5d4cdc63ec9aa0000112ae43,23/10/1985,2020-08-27_13h27.29.317,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ece295b81824ca8736b6,4,,,,,,dart,,,,,,0,23,23,40,1,5,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_469.png,LETTER,5d4cdc63ec9aa0000112ae43,23/10/1985,2020-08-27_13h27.29.317,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ece295b81824ca8736b6,4,,,,,,stool,,,,,,0,24,24,42,1,5,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_85.png,THING,5d4cdc63ec9aa0000112ae43,23/10/1985,2020-08-27_13h27.29.317,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ece295b81824ca8736b6,4,,,,,,diamond,,,,,,0,25,25,15,1,2,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_302.png,FAMILY,5d4cdc63ec9aa0000112ae43,23/10/1985,2020-08-27_13h27.29.317,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ece295b81824ca8736b6,4,,,,,,taxi,,,,,,0,26,26,18,1,2,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_744.png,SAKE,5d4cdc63ec9aa0000112ae43,23/10/1985,2020-08-27_13h27.29.317,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ece295b81824ca8736b6,4,,,,,,ring,,,,,,0,27,27,17,1,2,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_208.png,MONTH,5d4cdc63ec9aa0000112ae43,23/10/1985,2020-08-27_13h27.29.317,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ece295b81824ca8736b6,4,,,,,,microphone,,,,,,0,28,28,53,1,6,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_95.png,STYLE,5d4cdc63ec9aa0000112ae43,23/10/1985,2020-08-27_13h27.29.317,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ece295b81824ca8736b6,4,,,,,,suitcase,,,,,,0,29,29,25,1,3,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_123.png,ADVICE,5d4cdc63ec9aa0000112ae43,23/10/1985,2020-08-27_13h27.29.317,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ece295b81824ca8736b6,4,,,,,,dart,,,,,,0,30,30,50,1,6,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_348.png,SPEECH,5d4cdc63ec9aa0000112ae43,23/10/1985,2020-08-27_13h27.29.317,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ece295b81824ca8736b6,4,,,,,,pepper,,,,,,0,31,31,20,1,3,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_311.png,BEAUTY,5d4cdc63ec9aa0000112ae43,23/10/1985,2020-08-27_13h27.29.317,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ece295b81824ca8736b6,4,,,,,,razor,,,,,,0,32,32,13,1,2,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_692.png,MONTH,5d4cdc63ec9aa0000112ae43,23/10/1985,2020-08-27_13h27.29.317,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ece295b81824ca8736b6,4,,,,,,cherry,,,,,,0,33,33,16,1,2,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_380.png,DEATH,5d4cdc63ec9aa0000112ae43,23/10/1985,2020-08-27_13h27.29.317,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ece295b81824ca8736b6,4,,,,,,gorilla,,,,,,0,34,34,49,1,5,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_449.png,THING,5d4cdc63ec9aa0000112ae43,23/10/1985,2020-08-27_13h27.29.317,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ece295b81824ca8736b6,4,,,,,,bench,,,,,,0,35,35,59,1,6,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_688.png,CASINO,5d4cdc63ec9aa0000112ae43,23/10/1985,2020-08-27_13h27.29.317,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ece295b81824ca8736b6,4,,,,,,runner,,,,,,0,36,36,2,1,1,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_255.png,AREA,5d4cdc63ec9aa0000112ae43,23/10/1985,2020-08-27_13h27.29.317,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ece295b81824ca8736b6,4,,,,,,shovel,,,,,,0,37,37,22,1,3,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_708.png,CLIENT,5d4cdc63ec9aa0000112ae43,23/10/1985,2020-08-27_13h27.29.317,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ece295b81824ca8736b6,4,,,,,,monkey,,,,,,0,38,38,5,1,1,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_509.png,PHOTO,5d4cdc63ec9aa0000112ae43,23/10/1985,2020-08-27_13h27.29.317,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ece295b81824ca8736b6,4,,,,,,telephone,,,,,,0,39,39,21,1,3,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_32.png,JUNGLE,5d4cdc63ec9aa0000112ae43,23/10/1985,2020-08-27_13h27.29.317,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ece295b81824ca8736b6,4,,,,,,crown,,,,,,0,40,40,45,1,5,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_308.png,KIND,5d4cdc63ec9aa0000112ae43,23/10/1985,2020-08-27_13h27.29.317,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ece295b81824ca8736b6,4,,,,,,dice,,,,,,0,41,41,54,1,6,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_147.png,MOMENT,5d4cdc63ec9aa0000112ae43,23/10/1985,2020-08-27_13h27.29.317,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ece295b81824ca8736b6,4,,,,,,hanger,,,,,,0,42,42,51,1,6,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_233.png,WOMEN,5d4cdc63ec9aa0000112ae43,23/10/1985,2020-08-27_13h27.29.317,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ece295b81824ca8736b6,4,,,,,,salt,,,,,,0,43,43,38,1,4,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_470.png,CASINO,5d4cdc63ec9aa0000112ae43,23/10/1985,2020-08-27_13h27.29.317,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ece295b81824ca8736b6,4,,,,,,motorbike,,,,,,0,44,44,36,1,4,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_215.png,PLENTY,5d4cdc63ec9aa0000112ae43,23/10/1985,2020-08-27_13h27.29.317,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ece295b81824ca8736b6,4,,,,,,boot,,,,,,0,45,45,37,1,4,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_285.png,ADVICE,5d4cdc63ec9aa0000112ae43,23/10/1985,2020-08-27_13h27.29.317,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ece295b81824ca8736b6,4,,,,,,carrot,,,,,,0,46,46,12,1,2,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_314.png,SAKE,5d4cdc63ec9aa0000112ae43,23/10/1985,2020-08-27_13h27.29.317,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ece295b81824ca8736b6,4,,,,,,perfume,,,,,,0,47,47,7,1,1,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_744.png,SYSTEM,5d4cdc63ec9aa0000112ae43,23/10/1985,2020-08-27_13h27.29.317,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ece295b81824ca8736b6,4,,,,,,ring,,,,,,0,48,48,43,1,5,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_708.png,YARD,5d4cdc63ec9aa0000112ae43,23/10/1985,2020-08-27_13h27.29.317,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ece295b81824ca8736b6,4,,,,,,monkey,,,,,,0,49,49,29,1,3,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_208.png,THING,5d4cdc63ec9aa0000112ae43,23/10/1985,2020-08-27_13h27.29.317,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ece295b81824ca8736b6,4,,,,,,microphone,,,,,,0,50,50,47,1,5,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_688.png,WOMEN,5d4cdc63ec9aa0000112ae43,23/10/1985,2020-08-27_13h27.29.317,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ece295b81824ca8736b6,4,,,,,,runner,,,,,,0,51,51,14,1,2,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_487.png,FLIGHT,5d4cdc63ec9aa0000112ae43,23/10/1985,2020-08-27_13h27.29.317,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ece295b81824ca8736b6,4,,,,,,basket,,,,,,0,52,52,9,1,1,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_708.png,PENNY,5d4cdc63ec9aa0000112ae43,23/10/1985,2020-08-27_13h27.29.317,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ece295b81824ca8736b6,4,,,,,,monkey,,,,,,0,53,53,31,1,4,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_453.png,DUDE,5d4cdc63ec9aa0000112ae43,23/10/1985,2020-08-27_13h27.29.317,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ece295b81824ca8736b6,4,,,,,,scissors,,,,,,0,54,54,27,1,3,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_675.png,WEAPON,5d4cdc63ec9aa0000112ae43,23/10/1985,2020-08-27_13h27.29.317,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ece295b81824ca8736b6,4,,,,,,windmill,,,,,,0,55,55,32,1,4,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_311.png,FRIEND,5d4cdc63ec9aa0000112ae43,23/10/1985,2020-08-27_13h27.29.317,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ece295b81824ca8736b6,4,,,,,,razor,,,,,,0,56,56,34,1,4,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_160.png,FEET,5d4cdc63ec9aa0000112ae43,23/10/1985,2020-08-27_13h27.29.317,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ece295b81824ca8736b6,4,,,,,,wheelbarrow,,,,,,0,57,57,58,1,6,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_677.png,MILE,5d4cdc63ec9aa0000112ae43,23/10/1985,2020-08-27_13h27.29.317,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ece295b81824ca8736b6,4,,,,,,map,,,,,,0,58,58,30,1,4,0,,,,,,,,,,,
,,?,0.001,0,,,,,,stimuli/images/PICTURE_744.png,SYSTEM,5d4cdc63ec9aa0000112ae43,23/10/1985,2020-08-27_13h27.29.317,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ece295b81824ca8736b6,4,,,,,,ring,,,,,,,,,,,5,0,0,0,0,43,1,,,,,,
,,?,0.001,0,,,,,,stimuli/images/PICTURE_32.png,JUNGLE,5d4cdc63ec9aa0000112ae43,23/10/1985,2020-08-27_13h27.29.317,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ece295b81824ca8736b6,4,,,,,,crown,,,,,,,,,,,5,0,0,1,1,45,1,,,,,,
,,?,0.001,0,,,,,,stimuli/images/PICTURE_491.png,WRITER,5d4cdc63ec9aa0000112ae43,23/10/1985,2020-08-27_13h27.29.317,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ece295b81824ca8736b6,4,,,,,,rug,,,,,,,,,,,6,0,0,2,2,57,1,,,,,,
,,?,0,0,,,,,,stimuli/images/PICTURE_667.png,PLENTY,5d4cdc63ec9aa0000112ae43,23/10/1985,2020-08-27_13h27.29.317,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ece295b81824ca8736b6,4,,,,,,daisy,,,,,,,,,,,5,0,0,3,3,41,1,,,,,,
,,?,0.001,0,,,,,,stimuli/images/PICTURE_487.png,FLIGHT,5d4cdc63ec9aa0000112ae43,23/10/1985,2020-08-27_13h27.29.317,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ece295b81824ca8736b6,4,,,,,,basket,,,,,,,,,,,1,0,0,4,4,9,1,,,,,,
,,MM,15.004,0,,,,,,stimuli/images/PICTURE_677.png,MILE,5d4cdc63ec9aa0000112ae43,23/10/1985,2020-08-27_13h27.29.317,proactive3.1,2020.1.2,Win32,60,5f47c29a48bd2a1e651a6eb7,5f47ece295b81824ca8736b6,4,,,,,,map,,,,,,,,,,,4,0,0,5,5,30,1,,,,,,
