consent_key.keys,consent_key.rt,recalled,recalled_rt,recall_acc,example_recall.thisRepN,example_recall.thisTrialN,example_recall.thisN,example_recall.thisIndex,example_recall.ran,file,word,participant,please enter your date of birth (dd/mm/yyyy),date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,list,prac_learn_study_loop.thisRepN,prac_learn_study_loop.thisTrialN,prac_learn_study_loop.thisN,prac_learn_study_loop.thisIndex,prac_learn_study_loop.ran,image,prac_learn_test_loop.thisRepN,prac_learn_test_loop.thisTrialN,prac_learn_test_loop.thisN,prac_learn_test_loop.thisIndex,prac_learn_test_loop.ran,learn_study_loop.thisRepN,learn_study_loop.thisTrialN,learn_study_loop.thisN,learn_study_loop.thisIndex,learn_study_loop.ran,list_no,block_no,learn_test_loop.thisRepN,learn_test_loop.thisTrialN,learn_test_loop.thisN,learn_test_loop.thisIndex,learn_test_loop.ran,learn_blocks.thisRepN,learn_blocks.thisTrialN,learn_blocks.thisN,learn_blocks.thisIndex,learn_blocks.ran,block_csv,key_resp_13.keys,key_resp_13.rt,learn_blocks_loop.thisRepN,learn_blocks_loop.thisTrialN,learn_blocks_loop.thisN,learn_blocks_loop.thisIndex,learn_blocks_loop.ran,final_learn_test.thisRepN,final_learn_test.thisTrialN,final_learn_test.thisN,final_learn_test.thisIndex,final_learn_test.ran,prac_wm_test_loop.thisRepN,prac_wm_test_loop.thisTrialN,prac_wm_test_loop.thisN,prac_wm_test_loop.thisIndex,prac_wm_test_loop.ran,wm_recalled1,wm_recall_rt1,wm_probed1,wm_recall_acc1,wm_recalled2,wm_recall_rt2,wm_probed2,wm_recall_acc2,wm_recalled3,wm_recall_rt3,wm_probed3,wm_recall_acc3,wm_recalled4,wm_recall_rt4,wm_probed4,wm_recall_acc4,prac_wm_trial_loop.thisRepN,prac_wm_trial_loop.thisTrialN,prac_wm_trial_loop.thisN,prac_wm_trial_loop.thisIndex,prac_wm_trial_loop.ran,word1,image1,file1,item_type1,word2,image2,file2,item_type2,word4,image4,file4,item_type4,word3,image3,file3,item_type3,wm_test_loop.thisRepN,wm_test_loop.thisTrialN,wm_test_loop.thisN,wm_test_loop.thisIndex,wm_test_loop.ran,wm_trial_loop.thisRepN,wm_trial_loop.thisTrialN,wm_trial_loop.thisN,wm_trial_loop.thisIndex,wm_trial_loop.ran
y,30.71652,TOUGH,3.249645,1,0,0,0,0,1,stimuli/images/PICTURE_747.png,TOUGH,5ea03c73d219f50266b79ae4,24/09/1948,2020-09-12_09h30.35.749,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c87064848f647691ef6bf,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_378.png,LOSS,5ea03c73d219f50266b79ae4,24/09/1948,2020-09-12_09h30.35.749,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c87064848f647691ef6bf,5,0,0,0,2,1,lobster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_727.png,CELL,5ea03c73d219f50266b79ae4,24/09/1948,2020-09-12_09h30.35.749,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c87064848f647691ef6bf,5,0,1,1,1,1,hose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_269.png,GENIUS,5ea03c73d219f50266b79ae4,24/09/1948,2020-09-12_09h30.35.749,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c87064848f647691ef6bf,5,0,2,2,0,1,chameleon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_658.png,DEVIL,5ea03c73d219f50266b79ae4,24/09/1948,2020-09-12_09h30.35.749,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c87064848f647691ef6bf,5,0,3,3,3,1,crow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GENIUS,10.54038,0,,,,,,stimuli/images/PICTURE_658.png,DEVIL,5ea03c73d219f50266b79ae4,24/09/1948,2020-09-12_09h30.35.749,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c87064848f647691ef6bf,5,,,,,,crow,0,0,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,15.003405,0,,,,,,stimuli/images/PICTURE_697.png,KILLER,5ea03c73d219f50266b79ae4,24/09/1948,2020-09-12_09h30.35.749,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c87064848f647691ef6bf,5,,,,,,peach,0,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LOSS,4.89713,1,,,,,,stimuli/images/PICTURE_378.png,LOSS,5ea03c73d219f50266b79ae4,24/09/1948,2020-09-12_09h30.35.749,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c87064848f647691ef6bf,5,,,,,,lobster,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CELL,3.79503,1,,,,,,stimuli/images/PICTURE_727.png,CELL,5ea03c73d219f50266b79ae4,24/09/1948,2020-09-12_09h30.35.749,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c87064848f647691ef6bf,5,,,,,,hose,0,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GENIUS,3.402595,1,,,,,,stimuli/images/PICTURE_269.png,GENIUS,5ea03c73d219f50266b79ae4,24/09/1948,2020-09-12_09h30.35.749,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c87064848f647691ef6bf,5,,,,,,chameleon,0,4,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_470.png,MOMENT,5ea03c73d219f50266b79ae4,24/09/1948,2020-09-12_09h30.35.749,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c87064848f647691ef6bf,5,,,,,,motorbike,,,,,,0,0,0,40,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_667.png,GLASS,5ea03c73d219f50266b79ae4,24/09/1948,2020-09-12_09h30.35.749,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c87064848f647691ef6bf,5,,,,,,daisy,,,,,,0,1,1,27,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_327.png,LEADER,5ea03c73d219f50266b79ae4,24/09/1948,2020-09-12_09h30.35.749,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c87064848f647691ef6bf,5,,,,,,helmet,,,,,,0,2,2,17,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_2.png,YARD,5ea03c73d219f50266b79ae4,24/09/1948,2020-09-12_09h30.35.749,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c87064848f647691ef6bf,5,,,,,,tyre,,,,,,0,3,3,55,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_453.png,FAMILY,5ea03c73d219f50266b79ae4,24/09/1948,2020-09-12_09h30.35.749,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c87064848f647691ef6bf,5,,,,,,scissors,,,,,,0,4,4,48,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_509.png,APPLE,5ea03c73d219f50266b79ae4,24/09/1948,2020-09-12_09h30.35.749,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c87064848f647691ef6bf,5,,,,,,telephone,,,,,,0,5,5,38,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_356.png,CANDY,5ea03c73d219f50266b79ae4,24/09/1948,2020-09-12_09h30.35.749,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c87064848f647691ef6bf,5,,,,,,pawn,,,,,,0,6,6,46,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_57.png,NATION,5ea03c73d219f50266b79ae4,24/09/1948,2020-09-12_09h30.35.749,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c87064848f647691ef6bf,5,,,,,,stamp,,,,,,0,7,7,21,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_147.png,LEADER,5ea03c73d219f50266b79ae4,24/09/1948,2020-09-12_09h30.35.749,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c87064848f647691ef6bf,5,,,,,,hanger,,,,,,0,8,8,33,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_677.png,FAMILY,5ea03c73d219f50266b79ae4,24/09/1948,2020-09-12_09h30.35.749,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c87064848f647691ef6bf,5,,,,,,map,,,,,,0,9,9,53,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_750.png,POLICY,5ea03c73d219f50266b79ae4,24/09/1948,2020-09-12_09h30.35.749,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c87064848f647691ef6bf,5,,,,,,kettle,,,,,,0,10,10,44,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_487.png,ROOF,5ea03c73d219f50266b79ae4,24/09/1948,2020-09-12_09h30.35.749,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c87064848f647691ef6bf,5,,,,,,basket,,,,,,0,11,11,50,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_405.png,JUNGLE,5ea03c73d219f50266b79ae4,24/09/1948,2020-09-12_09h30.35.749,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c87064848f647691ef6bf,5,,,,,,anchor,,,,,,0,12,12,58,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_208.png,SPIRIT,5ea03c73d219f50266b79ae4,24/09/1948,2020-09-12_09h30.35.749,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c87064848f647691ef6bf,5,,,,,,microphone,,,,,,0,13,13,28,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_93.png,GIRL,5ea03c73d219f50266b79ae4,24/09/1948,2020-09-12_09h30.35.749,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c87064848f647691ef6bf,5,,,,,,skateboard,,,,,,0,14,14,31,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_95.png,NIGHT,5ea03c73d219f50266b79ae4,24/09/1948,2020-09-12_09h30.35.749,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c87064848f647691ef6bf,5,,,,,,suitcase,,,,,,0,15,15,37,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_403.png,FAMILY,5ea03c73d219f50266b79ae4,24/09/1948,2020-09-12_09h30.35.749,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c87064848f647691ef6bf,5,,,,,,cathedral,,,,,,0,16,16,9,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_470.png,BEAUTY,5ea03c73d219f50266b79ae4,24/09/1948,2020-09-12_09h30.35.749,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c87064848f647691ef6bf,5,,,,,,motorbike,,,,,,0,17,17,26,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_255.png,PENNY,5ea03c73d219f50266b79ae4,24/09/1948,2020-09-12_09h30.35.749,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c87064848f647691ef6bf,5,,,,,,shovel,,,,,,0,18,18,19,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
